Code;Identification;Localisation;Domaine de mesure;Famille d'instrument;Désignation;Etat d'utilisation;Fourniseur;Gestionnaire;Intervention;Périodicité Arg;Périodicité Nb;Procédure;Tolérance;Tolérance Arg;Durée (j);Durée (h);Durée (min);Seuil alerte;Seuil alerte Arg;Type périodicité;Calcul de périodicité;Date campagne;Anticipation;Nom intervention mise en sommeil;Nom intervention remise en service;Lieu d'intervention;Entrée/Sortie via mouvements;Prestataire;Détail;Coefficient d'utilisation
PLAST-60;CASS0144;PROTOTYPE / ASS / G. Thiant;Temps-Fréquence;Variable;Chronometer;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0145;PROTOTYPE / ASS / Armoire;Dimensionnel;Variable;Angle propactor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-13;;
PLAST-60;CASS0146;PROTOTYPE / ASS / ASS-027;Temps-Fréquence;Variable;Chronometer;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;;;
PLAST-60;CASS0147;PROTOTYPE / ASS / Banc pheonix ADM;Débit;Variable;Flowmeter;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+-18;;
PLAST-60;CASS0149;PROTOTYPE / ASS / Banc pheonix ADM;Débit;Variable;Débitmeter;Sommeil;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;Mise en sommeil;Mise en service;Aucun;Oui;A+-18;;
PLAST-60;CASS0150;PROTOTYPE / ASS / ASS-002;Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0151;PROTOTYPE / ASS / Armoire;Electricité;Variable;Multimeter;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+;;
PLAST-60;CASS0152;PROTOTYPE / ASS / Armoire;Electricité;Variable;Multimeter;Alerte Etalonnage/Vérification;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CASS0153;PROTOTYPE / ASS / Zone ADM;Température;Variable;Thermostatic chamber;Réformé;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Oui;Glissante;;;Mise en sommeil;Mise en service;Aucun;Oui;A+ METROLOGIE;;
PLAST-60;CASS0154;PROTOTYPE / ASS / PROTO;Température;Variable;Thermostatic chamber;Non soumis à l'étalonnage;;E.BOUCAUX;Surveillance;Mois;12;/;30;Jours;;;;60;Jours;Oui;Glissante;;;Mise en sommeil;Mise en service;Aucun;Oui;;;
PLAST-60;CASS0155;PROTOTYPE / ASS / Armoire;Température;Variable;Temperature sensor;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+ METROLOGIE;;
PLAST-60;CASS0156;PROTOTYPE / ASS / Zone ADM;Température;Variable;Temperature sensor;Perdu;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CASS0157;PROTOTYPE / ASS / H. Parmentier;Temps-Fréquence;Variable;Chronometer;Perdu;;E. BOUCAUX;Etalonnage/Vérification;Mois;24;;;;;;;;;Oui;Glissante;;;;;En laboratoire;Oui;PLASTICOMNIUM;;
PLAST-60;CASS0158;PROTOTYPE / ASS / Armoire;Pression;Variable;Pressure sensor;Perdu;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0159;PROTOTYPE / ASS / Zone ADM;Electricité;Variable;NI 9215;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CASS0160;PROTOTYPE / ASS / Zone ADM;Electricité;Variable;NI 9211;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CASS0161;PROTOTYPE / ASS / Zone ADM;Electricité;Variable;NI CDAQ 9174;Réformé;;E.BOUCAUX;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0162;PROTOTYPE / ASS / ERIC GERARD;Température;Variable;Température sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;96;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0163;PROTOTYPE / ASS / ERIC GERARD;Température;Variable;Temperature measurement chain;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;120;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0164;PROTOTYPE / ASS / Armoire;Couple;Variable;Trigger torque spanner;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES;;
PLAST-60;CASS0165;PROTOTYPE / ASS / Armoire;Couple;Variable;Trigger torque spanner;Sommeil;;E.BOUCAUX;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE 95;;
PLAST-60;CASS0166;PROTOTYPE / ASS / Armoire;Température;Variable;Display Temperature;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CASS0167;PROTOTYPE / ASS / ADM (banc eol);Electricité;Variable;Stabilised power supply;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CASS0168;PROTOTYPE / ASS / Armoire;Dimensionnel;Variable;depth gauge;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0169;PROTOTYPE / ASS / Armoire;Dimensionnel;Variable;Vernier caliper;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0170;PROTOTYPE / ASS / Zone ADM;Pression;Variable;Leak detectors;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;ATEQ -78;;
PLAST-60;CASS0171;PROTOTYPE / ASS / Zone ADM;Couple;Variable;Screwing machine;Alerte Etalonnage/Vérification;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;ATLAS COSPO;;
PLAST-60;CASS0172;PROTOTYPE / ASS / Zone ADM;Couple;Variable;Screwing machine;Réformé;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;ATLAS COSPO;;
PLAST-60;CASS0173;PROTOTYPE / ASS / Zone ADM;/;/;/;Non soumis à l'étalonnage;;E.BOUCAUX;Surveillance;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0174;PROTOTYPE / ASS / Zone ADM;/;/;/;Non soumis à l'étalonnage;;E.BOUCAUX;Surveillance;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0175;PROTOTYPE / ASS / ASS-002;Température;Variable;Thermocouple;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;;;;;;;;;Oui;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0176;PROTOTYPE / ASS / Zone ADM;Masse;Variable;Scale;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;Prestataire 01;;1,0
PLAST-60;CASS0177;PROTOTYPE / ASS / Armoire;Electricité;Variable;Stabilised power supply;Non soumis à l'étalonnage;;E.BOUCAUX;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0178;PROTOTYPE / ASS / Armoire;Electricité;Variable;Stabilised power supply;Non soumis à l'étalonnage;;E.BOUCAUX;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0179;PROTOTYPE / ASS / Banc ADM;Débit;Variable;Flowmeter;Réformé;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Sur site;Oui;Prestataire 01;;1,0
PLAST-60;CASS0180;PROTOTYPE / ASS / S,DELAHOCHE;Dimensionnel;Variable;Vernier caliper;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0181;PROTOTYPE / ASS / Armoire;Couple;Variable;trigger torsque spanner;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;FACOM;;
PLAST-60;CASS0182;PROTOTYPE / ASS / Armoire;Température;Variable;Temperature sensor;Réformé;;E.BOUCAUX;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES1-00;;
PLAST-60;CASS0183;PROTOTYPE / ASS / s. DELAOCHE;Température;Variable;Temperature sensor;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES1-00;;
PLAST-60;CASS0184;PROTOTYPE / ASS / Armoire;Pression;Variable;Digital manometer;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+METROLOGIE;;
PLAST-60;CASS0185;PROTOTYPE / ASS / Banc pression;Electricité;Variable;Multimeter;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;A+METROLOGIE;;
PLAST-60;CASS0186;PROTOTYPE / ASS / P. Merandet;Dimensionnel;Variable;Vernier caliper;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-13;;
PLAST-60;CASS0187;PROTOTYPE / ASS / Regis.HUTIN;Dimensionnel;Variable;Vernier caliper;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-13;;
PLAST-60;CASS0188;PROTOTYPE / ASS / V.ROGER;Dimensionnel;Variable;Vernier caliper;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-13;;
PLAST-60;CASS0189;PROTOTYPE / ASS / Y. Souply;Dimensionnel;Variable;Ring standard;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-13;;
PLAST-60;CASS0190;PROTOTYPE / ASS / Y. Souply;Dimensionnel;Variable;Ring standard;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-13;;
PLAST-60;CASS0191;PROTOTYPE / ASS / Y. Souply;Dimensionnel;Variable;Micrometer outside;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+MET-13;;
PLAST-60;CASS0192;PROTOTYPE / ASS / Armoire;Couple;Variable;Trigger torque spanner;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;TRESC-41;;
PLAST-60;CASS0193;LABORATOIRE DEVELOPPEMENT / SCR / SCR-002;Electricité;Variable;Stabilized power supply;Non soumis à l'étalonnage;;Y.skoczek;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0194;PROTOTYPE / ASS / Y,SOUPPLY;Dimensionnel;Variable;Vernier caliper;Non soumis à l'étalonnage;;E.BOUCAUX;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0195;PROTOTYPE / ASS / Y,SOUPPLY;Dimensionnel;Variable;Vernier caliper;Non soumis à l'étalonnage;;E.BOUCAUX;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0196;PROTOTYPE / ASS / S,DELAHOCHE;Electrique;Variable;V.A.T;Non soumis à l'étalonnage;;E.BOUCAUX;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0197;PROTOTYPE / ASS / Y,SOUPPLY;Dimensionnel;Variable;Gauge block;Non soumis à l'étalonnage;;E.BOUCAUX;;;;;;;;;;;;Non;Fixe;;;;;En laboratoire;Oui;;;
PLAST-60;CASS0198;PROTOTYPE / ASS / Y,SOUPPLY;Température;chaine de température;thermocouple;Perdu;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;PLASTICOMNIUM;;1,0
PLAST-60;CASS0199;PROTOTYPE / ASS / ADM;Température;chaine de température;thermocouple;Perdu;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;1,0
PLAST-60;CASS0200;PROTOTYPE / ASS / Armoire;Force;Variable;Force sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;1,0
PLAST-60;CASS0201;PROTOTYPE / ASS / Armoire;Force;Variable;Force sensor;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;1,0
PLAST-60;CASS0202;PROTOTYPE / ASS / ADM;Electricité;Variable;Multimeter;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;1,0
PLAST-60;CASS0203;PROTOTYPE / ASS / ADM;Masse;Variable;scale;Réformé;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;1,0
PLAST-60;CASS0204;LABORATOIRE DEVELOPPEMENT / ASS;Electricité;Variable;Megohmmeter;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;36;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;A+ METROLOGIE;;
PLAST-60;CASS0205;PROTOTYPE / ASS / Zone ADM;Couple;Variable;screwing machine;Sommeil;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;Aucun;Oui;ATLAS COSPO;;
PLAST-60;CASS0206;PROTOTYPE / ASS / Zone ADM;Pression;Variable;Leak detectors;Réformé;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;ATEQ -78;;
PLAST-60;CASS0207;PROTOTYPE / ASS / Armoire;Température;Variable;Temperature sensor;En service;;E.BOUCAUX;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES1-00;;
PLAST-60;CASS0208;PROTOTYPE / ASS / Armoire;Température;Variable;Température sensor;Sommeil;;E.BOUCAUX;Etalonnage/Vérification;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES1-00;;
PLAST-60;CASS0209;PROTOTYPE / ASS / Armoire;Electricité;Variable;Multimeter;Non soumis à l'étalonnage;;E.BOUCAUX;Etalonnage/Vérification;Mois;12;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;TRES1-00;;
PLAST-60;CBMG0001;PROTOTYPE / BMG / vis A (broyé);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0002;PROTOTYPE / BMG / vis A (broyé);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0003;PROTOTYPE / BMG / vis A (broyé);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0004;PROTOTYPE / BMG / vis A (broyé);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0005;PROTOTYPE / BMG / vis A (broyé);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0006;PROTOTYPE / BMG / vis A (broyé);Température;Variable;Temperature sensor;Réformé;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0007;PROTOTYPE / BMG / vis A (broyé);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0008;PROTOTYPE / BMG / vis A (broyé);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0009;PROTOTYPE / BMG / vis F (EVOH);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0010;PROTOTYPE / BMG / vis F (EVOH);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0011;PROTOTYPE / BMG / vis F (EVOH);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0012;PROTOTYPE / BMG / vis F (EVOH);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0013;PROTOTYPE / BMG / vis F (EVOH);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0014;PROTOTYPE / BMG / vis F (EVOH);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0015;PROTOTYPE / BMG / vis F (EVOH);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0016;PROTOTYPE / BMG / vis E (adhésif);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0017;PROTOTYPE / BMG / vis E (adhésif);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0018;PROTOTYPE / BMG / vis E (adhésif);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0019;PROTOTYPE / BMG / vis E (adhésif);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0020;PROTOTYPE / BMG / vis E (adhésif);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0021;PROTOTYPE / BMG / vis E (adhésif);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0022;PROTOTYPE / BMG / vis B (vierge);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0023;PROTOTYPE / BMG / vis B (vierge);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0024;PROTOTYPE / BMG / vis B (vierge);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0025;PROTOTYPE / BMG / vis B (vierge);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0026;PROTOTYPE / BMG / vis B (vierge);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0027;PROTOTYPE / BMG / vis B (vierge);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0028;PROTOTYPE / BMG / vis D (adhésif);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0029;PROTOTYPE / BMG / vis D (adhésif);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0030;PROTOTYPE / BMG / vis D (adhésif);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0031;PROTOTYPE / BMG / vis D (adhésif);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0032;PROTOTYPE / BMG / vis D (adhésif);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0033;PROTOTYPE / BMG / vis D (adhésif);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0034;PROTOTYPE / BMG / vis C (décor);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0035;PROTOTYPE / BMG / vis C (décor);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0036;PROTOTYPE / BMG / vis C (décor);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
PLAST-60;CBMG0037;PROTOTYPE / BMG / vis C (décor);Température;Variable;Temperature sensor;Non soumis à l'étalonnage;;E.Veindergheinst ;Etalonnage/Vérification;Mois;24;/;30;Jours;;;;60;Jours;Non;Glissante;;;;;En laboratoire;Oui;;;
